201210257565488|L001-01|Мектепке чейинки билим беруу мекемелерине медициналык каражаттарды алуу|100 220|с/у Зулпуев|<span>Условие поставки</span>
201210257516140|L001-01|Покупка огнетушителей для школ и детских садиков с/у Кызыл-Кыштак|57 000|с/у Кызыл-Кыштак|<span>Условие поставки</span>
201210257482300|L054-01|Натрия хлорид 0,9% 200 мл|22 300|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L055-01|Натрия хлорид 0,9% 400 мл|29 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L056-01|Нифедипин 10 мг № 50|950|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L057-01|Новокаин 0,5%  5мг*10|9 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L058-01|Омепразол 20 мг №30|5 680|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L059-01|Парацетамол 0,2*10|1 050|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L060-01|Парацетамол 2,4% 100,0|3 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L061-01|Перчатки нестерильные 8|120 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L062-01|Перчатки стерильные 8|96 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L063-01|Преднизолон 1,0*3|656|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L064-01|Преднизолон 5 мг №100 таб.|500|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L065-01|Прозерин 0,05% 1,0*10|1 100|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L066-01|Ранитидин 150 мг №20|900|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L067-01|Респиратор FFP-2 с клапаном |32 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L068-01|Рингера 400 мл|9 300|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L069-01|Система для переливания жидкостей |45 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L070-01|Сульфат цинка 124мг №50|2 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L071-01|Фамотидин 20 мг №20|88|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L072-01|Флуконазол 150 мг №1|1 200|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L073-01|Фуросемид  2*10|2 340|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L074-01|Хлорная известь марка А 1 сорта|12 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
